uvig_334996	MGYG000002517_1	89.028	5815	577	41	45343	51118	3275771	3269979	0.0	7147
uvig_333967	MGYG000000076_16	97.738	8266	186	1	14887	23152	94542	102806	0.0	14227
uvig_440494	MGYG000000076_14	99.651	7444	25	1	2452	9895	14588	22030	0.0	13601
uvig_424669	MGYG000000076_4	99.268	12708	91	2	1	12707	48122	60828	0.0	22951
uvig_419154	MGYG000000271_10	97.860	22150	460	14	5023	27166	7542	29683	0.0	38265
uvig_160557	MGYG000000245_6	97.014	16545	463	18	15325	31864	33414	49932	0.0	27787
uvig_447923	MGYG000000076_76	97.657	3286	77	0	405	3690	1	3286	0.0	5642
uvig_136606	MGYG000000076_22	96.966	8109	229	13	9623	17725	76771	68674	0.0	13596
uvig_449196	MGYG000000076_18	98.078	18888	353	8	125273	144154	20880	39763	0.0	32860
uvig_400017	MGYG000000076_2	99.394	18797	110	4	65833	84627	105457	86663	0.0	34077
uvig_380377	MGYG000000271_4	97.484	19512	462	16	36789	56296	3234	22720	0.0	33285
uvig_11401	MGYG000000076_21	98.618	7962	90	3	7379	15320	78023	70062	0.0	14076
uvig_535546	MGYG000000076_40	99.335	11128	49	3	35299	46424	16470	5366	0.0	20116
uvig_320346	MGYG000004271_10	98.193	45099	783	14	8200	53292	8624	53696	0.0	78738
uvig_442145	MGYG000000271_29	95.290	14903	661	35	45111	59995	31202	16323	0.0	23593
uvig_55655	MGYG000000076_16	99.021	3574	35	0	2800	6373	71107	74680	0.0	6407
uvig_520747	MGYG000000076_13	99.631	2169	8	0	43	2211	70009	67841	0.0	3962
uvig_529610	MGYG000000271_15	99.040	7601	72	1	56051	63650	54461	46861	0.0	13631
uvig_567319	MGYG000000076_21	98.507	2211	29	4	58197	60407	78095	80301	0.0	3897
uvig_231605	MGYG000000076_16	97.671	7472	164	3	42900	50371	2405	9866	0.0	12826
uvig_199661	MGYG000000076_33	98.285	12885	219	2	46106	58989	33808	20925	0.0	22569
uvig_467508	MGYG000000271_12	98.623	12349	168	2	1473	13819	76683	64335	0.0	21861
uvig_75642	MGYG000000076_3	99.217	17748	111	3	86	17805	39416	21669	0.0	31979
uvig_110854	MGYG000004271_17	97.281	4634	125	1	11330	15963	71372	66740	0.0	7858
uvig_136912	MGYG000000076_17	99.106	17004	152	0	686	17689	59520	42517	0.0	30559
uvig_571939	MGYG000000271_21	98.369	11218	178	5	65998	77211	71627	60411	0.0	19697
uvig_267065	MGYG000000076_12	99.485	3687	19	0	38510	42196	30289	26603	0.0	6704
uvig_322047	MGYG000000245_4	98.564	6196	84	3	28172	34366	8967	2776	0.0	10944
uvig_295592	MGYG000000076_3	95.620	6073	265	1	2	6073	177561	183633	0.0	9740
uvig_408242	MGYG000002517_1	98.991	2973	30	0	3007	5979	3459021	3461993	0.0	5325
uvig_508323	MGYG000000076_12	99.702	7040	21	0	11973	19012	39638	46677	0.0	12885
uvig_333989	MGYG000000271_69	97.607	2382	34	6	10511	12892	1607	3965	0.0	4061
uvig_121975	MGYG000004271_48	94.332	3511	192	4	4796	8299	3511	1	0.0	5374
uvig_231876	MGYG000004271_5	93.478	7038	436	21	34506	41532	61660	68685	0.0	10432
uvig_228938	MGYG000000271_7	98.064	4804	62	4	52855	57657	52734	57507	0.0	8327
uvig_296393	MGYG000000076_52	99.234	16059	87	4	21862	37909	1	16034	0.0	28941
uvig_320301	MGYG000000245_30	99.568	28459	118	2	1456	29910	35322	6865	0.0	51867
ivig_2237	MGYG000000076_27	96.117	11100	426	5	1	11096	51535	40437	0.0	18105
uvig_162533	MGYG000000245_22	97.212	6527	157	10	49023	55532	55848	49330	0.0	11021
uvig_417742	MGYG000000245_13	80.386	1504	265	23	99608	101090	77303	78797	0.0	1116
ivig_2065	MGYG000002517_1	89.880	2915	254	36	2236	5129	30561	27667	0.0	3711
uvig_88029	MGYG000002517_1	85.526	76	9	2	76985	77059	30692	30766	7.33e-12	78.7
uvig_255432	MGYG000003892_7	76.876	1146	235	26	961	2094	47308	46181	1.64e-175	621
uvig_371332	MGYG000000271_20	98.776	4411	54	0	8683	13093	63670	68080	0.0	7847
uvig_65017	MGYG000000389_10	81.377	247	23	13	43702	43928	11316	11073	1.76e-42	180
uvig_293287	MGYG000000076_20	79.688	128	26	0	45271	45398	1562	1435	2.78e-16	93.5
uvig_142179	MGYG000000076_84	80.680	1589	216	56	577	2129	443	1976	0.0	1149
uvig_144832	MGYG000002517_1	96.197	4365	139	8	25183	29547	3441604	3437267	0.0	7116
uvig_12908	MGYG000000245_55	76.615	2801	517	110	265	3010	1160	3877	0.0	1417
uvig_83128	MGYG000000546_17	79.039	229	32	15	45353	45573	23886	23666	1.25e-31	143
uvig_334996	MGYG000002517_1	89.028	5815	577	41	45343	51118	3275771	3269979	0.0	7147
