uvig_434731	MGYG000000562_1	98.815	34171	397	8	92688	126853	297141	331308	0.0	60851
uvig_434731	MGYG000000562_1	98.862	11426	130	0	132820	144245	337667	349092	0.0	20380
uvig_434731	MGYG000000562_1	99.530	4464	21	0	147598	152061	355717	360180	0.0	8128
uvig_434731	MGYG000000562_1	91.478	4377	344	26	127944	132309	332473	336831	0.0	5989
uvig_434731	MGYG000000562_1	97.547	3343	79	2	144252	147592	349533	352874	0.0	5716
uvig_434731	MGYG000000562_1	92.427	1677	108	14	130668	132337	336015	337679	0.0	2375
uvig_434731	MGYG000000562_1	99.220	1025	8	0	126922	127946	331306	332330	0.0	1849
uvig_434731	MGYG000000562_1	87.500	816	86	13	130668	131474	336841	337649	0.0	928
uvig_434731	MGYG000000562_1	86.983	822	97	8	131492	132309	335190	336005	0.0	917
uvig_434731	MGYG000000562_1	91.391	151	13	0	93536	93686	67012	67162	1.28e-50	207
uvig_434731	MGYG000000562_1	91.837	147	12	0	93542	93688	209505	209359	4.61e-50	206
uvig_434731	MGYG000000562_1	100.000	72	0	0	92588	92659	296866	296937	2.21e-28	134
uvig_434731	MGYG000000562_1	88.235	85	9	1	126851	126934	312464	312380	2.24e-18	100
uvig_434731	MGYG000000562_1	85.106	94	14	0	93596	93689	352965	352872	2.89e-17	97.1
uvig_434731	MGYG000000562_1	97.500	40	0	1	147487	147525	365574	365613	2.27e-08	67.6
uvig_434731	MGYG000001998_8	77.608	1371	283	23	119806	121164	92526	93884	0.0	809
uvig_434731	MGYG000004317_3	77.356	1369	288	20	119806	121163	141882	143239	0.0	791
uvig_434731	MGYG000004381_3	76.636	1391	303	19	119800	121179	245625	247004	0.0	749
uvig_434731	MGYG000004381_3	73.730	2067	469	51	123663	125695	249868	251894	0.0	741
uvig_434731	MGYG000000562_6	95.714	140	6	0	93549	93688	169084	169223	3.54e-56	226
uvig_434731	MGYG000000562_6	89.091	55	6	0	93537	93591	65544	65598	6.31e-09	69.4
uvig_434731	MGYG000000562_15	93.197	147	10	0	93542	93688	35006	35152	2.13e-53	217
uvig_434731	MGYG000000562_13	92.105	152	12	0	93542	93693	27934	27783	7.66e-53	215
uvig_434731	MGYG000000562_12	91.216	148	13	0	93542	93689	31417	31564	5.96e-49	202
uvig_434731	MGYG000000562_12	86.607	112	12	3	93545	93655	7393	7502	1.72e-24	121
uvig_434731	MGYG000000562_4	89.189	148	16	0	93541	93688	178612	178465	6.00e-44	185
uvig_434731	MGYG000000562_7	94.783	115	6	0	93546	93660	166660	166546	2.79e-42	180
uvig_434731	MGYG000000562_7	88.710	62	4	3	93642	93702	61272	61213	4.88e-10	73.1
uvig_434731	MGYG000000562_11	90.698	129	11	1	93531	93659	48684	48557	1.68e-39	171
uvig_434731	MGYG000004385_4	85.890	163	18	5	93549	93709	45107	44948	6.05e-39	169
uvig_434731	MGYG000001998_14	86.577	149	17	3	93542	93688	57295	57148	1.01e-36	161
uvig_434731	MGYG000001998_5	86.986	146	16	3	93542	93685	145	1	1.01e-36	161
uvig_434731	MGYG000001998_5	84.667	150	20	3	93541	93689	60232	60085	2.83e-32	147
uvig_434731	MGYG000001998_1	85.806	155	19	3	93543	93695	211967	211814	1.01e-36	161
uvig_434731	MGYG000001998_1	85.135	148	20	2	93542	93688	181650	181504	2.19e-33	150
uvig_434731	MGYG000000562_10	84.242	165	23	3	93536	93698	67081	66918	1.31e-35	158
uvig_434731	MGYG000000562_3	86.957	138	17	1	93545	93681	137674	137811	1.69e-34	154
uvig_434731	MGYG000000562_3	85.714	133	19	0	93549	93681	262003	262135	1.32e-30	141
uvig_434731	MGYG000001998_2	88.525	122	14	0	93541	93662	113648	113527	7.88e-33	148
uvig_434731	MGYG000001998_6	83.333	156	23	3	93533	93685	66561	66716	1.32e-30	141
uvig_434731	MGYG000001998_7	84.946	93	14	0	93607	93699	16100	16192	1.04e-16	95.3
uvig_434731	MGYG000001998_3	83.696	92	15	0	93607	93698	188225	188134	1.74e-14	87.9
uvig_434731	MGYG000004385_50	94.000	50	3	0	93640	93689	7478	7429	3.77e-11	76.8
uvig_434731	MGYG000001998_19	83.951	81	12	1	93618	93698	943	1022	3.77e-11	76.8
uvig_434731	MGYG000000562_14	87.879	66	7	1	138120	138184	20769	20704	3.77e-11	76.8
uvig_434731	MGYG000000562_2	97.222	36	1	0	93653	93688	314751	314716	1.06e-06	62.1
uvig_151480	MGYG000000562_2	98.912	34479	338	13	17279	51731	272789	307256	0.0	61559
uvig_151480	MGYG000000562_2	98.547	10119	146	1	6681	16799	262547	272664	0.0	17871
uvig_151480	MGYG000000562_2	97.039	4255	111	1	1	4240	255654	259908	0.0	7145
uvig_151480	MGYG000000562_2	94.648	2429	117	8	4243	6661	260026	262451	0.0	3753
uvig_151480	MGYG000000562_2	98.551	690	10	0	103725	104414	307231	307920	0.0	1219
